Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);VENTO, VELOCIDADE HORARIA(m/s)
30/07/2021;2300;null;null;null;null
31/07/2021;0;null;null;null;null
31/07/2021;100;null;null;null;null
31/07/2021;200;null;null;null;null
31/07/2021;300;null;null;null;null
31/07/2021;400;null;null;null;null
31/07/2021;500;null;null;null;null
31/07/2021;600;null;null;null;null
31/07/2021;700;null;null;null;null
31/07/2021;800;null;null;null;null
31/07/2021;900;null;null;null;null
31/07/2021;1000;null;null;null;null
31/07/2021;1100;null;null;null;null
31/07/2021;1200;null;null;null;null
31/07/2021;1300;null;null;null;null
31/07/2021;1400;null;null;null;null
31/07/2021;1500;null;null;null;null
31/07/2021;1600;null;null;null;null
31/07/2021;1700;null;null;null;null
31/07/2021;1800;null;null;null;null
31/07/2021;1900;null;null;null;null
31/07/2021;2000;null;null;null;null
31/07/2021;2100;null;null;null;null
31/07/2021;2200;null;null;null;null
31/07/2021;2300;null;null;null;null
01/08/2021;0;null;null;null;null
01/08/2021;100;null;null;null;null
01/08/2021;200;null;null;null;null
01/08/2021;300;null;null;null;null
01/08/2021;400;null;null;null;null
01/08/2021;500;null;null;null;null
01/08/2021;600;null;null;null;null
01/08/2021;700;null;null;null;null
01/08/2021;800;null;null;null;null
01/08/2021;900;null;null;null;null
01/08/2021;1000;null;null;null;null
01/08/2021;1100;null;null;null;null
01/08/2021;1200;null;null;null;null
01/08/2021;1300;null;null;null;null
01/08/2021;1400;null;null;null;null
01/08/2021;1500;null;null;null;null
01/08/2021;1600;null;null;null;null
01/08/2021;1700;null;null;null;null
01/08/2021;1800;null;null;null;null
01/08/2021;1900;null;null;null;null
01/08/2021;2000;null;null;null;null
01/08/2021;2100;null;null;null;null
01/08/2021;2200;null;null;null;null
01/08/2021;2300;null;null;null;null
02/08/2021;0;null;null;null;null
02/08/2021;100;null;null;null;null
02/08/2021;200;null;null;null;null
02/08/2021;300;null;null;null;null
02/08/2021;400;null;null;null;null
02/08/2021;500;null;null;null;null
02/08/2021;600;null;null;null;null
02/08/2021;700;null;null;null;null
02/08/2021;800;null;null;null;null
02/08/2021;900;null;null;null;null
02/08/2021;1000;null;null;null;null
02/08/2021;1100;null;null;null;null
02/08/2021;1200;null;null;null;null
02/08/2021;1300;null;null;null;null
02/08/2021;1400;null;null;null;null
02/08/2021;1500;null;null;null;null
02/08/2021;1600;null;null;null;null
02/08/2021;1700;null;null;null;null
02/08/2021;1800;null;null;null;null
02/08/2021;1900;null;null;null;null
02/08/2021;2000;null;null;null;null
02/08/2021;2100;null;null;null;null
02/08/2021;2200;null;null;null;null
02/08/2021;2300;null;null;null;null
03/08/2021;0;null;null;null;null
03/08/2021;100;null;null;null;null
03/08/2021;200;null;null;null;null
03/08/2021;300;null;null;null;null
03/08/2021;400;null;null;null;null
03/08/2021;500;null;null;null;null
03/08/2021;600;null;null;null;null
03/08/2021;700;null;null;null;null
03/08/2021;800;null;null;null;null
03/08/2021;900;null;null;null;null
03/08/2021;1000;null;null;null;null
03/08/2021;1100;null;null;null;null
03/08/2021;1200;null;null;null;null
03/08/2021;1300;null;null;null;null
03/08/2021;1400;null;null;null;null
03/08/2021;1500;null;null;null;null
03/08/2021;1600;null;null;null;null
03/08/2021;1700;null;null;null;null
03/08/2021;1800;null;null;null;null
03/08/2021;1900;null;null;null;null
03/08/2021;2000;null;null;null;null
03/08/2021;2100;null;null;null;null
03/08/2021;2200;null;null;null;null
03/08/2021;2300;null;null;null;null
04/08/2021;0;null;null;null;null
04/08/2021;100;null;null;null;null
04/08/2021;200;null;null;null;null
04/08/2021;300;null;null;null;null
04/08/2021;400;null;null;null;null
04/08/2021;500;null;null;null;null
04/08/2021;600;null;null;null;null
04/08/2021;700;null;null;null;null
04/08/2021;800;null;null;null;null
04/08/2021;900;null;null;null;null
04/08/2021;1000;null;null;null;null
04/08/2021;1100;null;null;null;null
04/08/2021;1200;null;null;null;null
04/08/2021;1300;null;null;null;null
04/08/2021;1400;null;null;null;null
04/08/2021;1500;null;null;null;null
04/08/2021;1600;null;null;null;null
04/08/2021;1700;null;null;null;null
04/08/2021;1800;null;null;null;null
04/08/2021;1900;null;null;null;null
04/08/2021;2000;null;null;null;null
04/08/2021;2100;null;null;null;null
04/08/2021;2200;null;null;null;null
04/08/2021;2300;null;null;null;null
05/08/2021;0;null;null;null;null
05/08/2021;100;null;null;null;null
05/08/2021;200;null;null;null;null
05/08/2021;300;null;null;null;null
05/08/2021;400;null;null;null;null
05/08/2021;500;null;null;null;null
05/08/2021;600;null;null;null;null
05/08/2021;700;null;null;null;null
05/08/2021;800;null;null;null;null
05/08/2021;900;null;null;null;null
05/08/2021;1000;null;null;null;null
05/08/2021;1100;null;null;null;null
05/08/2021;1200;null;null;null;null
05/08/2021;1300;null;null;null;null
05/08/2021;1400;null;null;null;null
05/08/2021;1500;null;null;null;null
05/08/2021;1600;null;null;null;null
05/08/2021;1700;null;null;null;null
05/08/2021;1800;null;null;null;null
05/08/2021;1900;null;null;null;null
05/08/2021;2000;null;null;null;null
05/08/2021;2100;null;null;null;null
05/08/2021;2200;null;null;null;null
05/08/2021;2300;null;null;null;null
06/08/2021;0;null;null;null;null
06/08/2021;100;null;null;null;null
06/08/2021;200;null;null;null;null
06/08/2021;300;null;null;null;null
06/08/2021;400;null;null;null;null
06/08/2021;500;null;null;null;null
06/08/2021;600;null;null;null;null
06/08/2021;700;null;null;null;null
06/08/2021;800;null;null;null;null
06/08/2021;900;null;null;null;null
06/08/2021;1000;null;null;null;null
06/08/2021;1100;null;null;null;null
06/08/2021;1200;null;null;null;null
06/08/2021;1300;null;null;null;null
06/08/2021;1400;null;null;null;null
06/08/2021;1500;null;null;null;null
06/08/2021;1600;null;null;null;null
06/08/2021;1700;null;null;null;null
06/08/2021;1800;null;null;null;null
06/08/2021;1900;null;null;null;null
06/08/2021;2000;null;null;null;null
06/08/2021;2100;null;null;null;null
06/08/2021;2200;null;null;null;null
06/08/2021;2300;null;null;null;null
07/08/2021;0;null;null;null;null
07/08/2021;100;null;null;null;null
07/08/2021;200;null;null;null;null
07/08/2021;300;null;null;null;null
07/08/2021;400;null;null;null;null
07/08/2021;500;null;null;null;null
07/08/2021;600;null;null;null;null
07/08/2021;700;null;null;null;null
07/08/2021;800;null;null;null;null
07/08/2021;900;null;null;null;null
07/08/2021;1000;null;null;null;null
07/08/2021;1100;null;null;null;null
07/08/2021;1200;null;null;null;null
07/08/2021;1300;null;null;null;null
07/08/2021;1400;null;null;null;null
07/08/2021;1500;null;null;null;null
07/08/2021;1600;null;null;null;null
07/08/2021;1700;null;null;null;null
07/08/2021;1800;null;null;null;null
07/08/2021;1900;null;null;null;null
07/08/2021;2000;null;null;null;null
07/08/2021;2100;null;null;null;null
07/08/2021;2200;null;null;null;null
07/08/2021;2300;null;null;null;null
08/08/2021;0;null;null;null;null
08/08/2021;100;null;null;null;null
08/08/2021;200;null;null;null;null
08/08/2021;300;null;null;null;null
08/08/2021;400;null;null;null;null
08/08/2021;500;null;null;null;null
08/08/2021;600;null;null;null;null
08/08/2021;700;null;null;null;null
08/08/2021;800;null;null;null;null
08/08/2021;900;null;null;null;null
08/08/2021;1000;null;null;null;null
08/08/2021;1100;null;null;null;null
08/08/2021;1200;null;null;null;null
08/08/2021;1300;null;null;null;null
08/08/2021;1400;null;null;null;null
08/08/2021;1500;null;null;null;null
08/08/2021;1600;null;null;null;null
08/08/2021;1700;null;null;null;null
08/08/2021;1800;null;null;null;null
08/08/2021;1900;null;null;null;null
08/08/2021;2000;null;null;null;null
08/08/2021;2100;null;null;null;null
08/08/2021;2200;null;null;null;null
08/08/2021;2300;null;null;null;null
09/08/2021;0;null;null;null;null
09/08/2021;100;null;null;null;null
09/08/2021;200;null;null;null;null
09/08/2021;300;null;null;null;null
09/08/2021;400;null;null;null;null
09/08/2021;500;null;null;null;null
09/08/2021;600;null;null;null;null
09/08/2021;700;null;null;null;null
09/08/2021;800;null;null;null;null
09/08/2021;900;null;null;null;null
09/08/2021;1000;null;null;null;null
09/08/2021;1100;null;null;null;null
09/08/2021;1200;null;null;null;null
09/08/2021;1300;null;null;null;null
09/08/2021;1400;null;null;null;null
09/08/2021;1500;null;null;null;null
09/08/2021;1600;null;null;null;null
09/08/2021;1700;null;null;null;null
09/08/2021;1800;null;null;null;null
09/08/2021;1900;null;null;null;null
09/08/2021;2000;null;null;null;null
09/08/2021;2100;null;null;null;null
09/08/2021;2200;null;null;null;null
09/08/2021;2300;null;null;null;null
10/08/2021;0;null;null;null;null
10/08/2021;100;null;null;null;null
10/08/2021;200;null;null;null;null
10/08/2021;300;null;null;null;null
10/08/2021;400;null;null;null;null
10/08/2021;500;null;null;null;null
10/08/2021;600;null;null;null;null
10/08/2021;700;null;null;null;null
10/08/2021;800;null;null;null;null
10/08/2021;900;null;null;null;null
10/08/2021;1000;null;null;null;null
10/08/2021;1100;null;null;null;null
10/08/2021;1200;null;null;null;null
10/08/2021;1300;null;null;null;null
10/08/2021;1400;null;null;null;null
10/08/2021;1500;null;null;null;null
10/08/2021;1600;null;null;null;null
10/08/2021;1700;null;null;null;null
10/08/2021;1800;null;null;null;null
10/08/2021;1900;null;null;null;null
10/08/2021;2000;null;null;null;null
10/08/2021;2100;null;null;null;null
10/08/2021;2200;null;null;null;null
10/08/2021;2300;null;null;null;null
11/08/2021;0;null;null;null;null
11/08/2021;100;null;null;null;null
11/08/2021;200;null;null;null;null
11/08/2021;300;null;null;null;null
11/08/2021;400;null;null;null;null
11/08/2021;500;null;null;null;null
11/08/2021;600;null;null;null;null
11/08/2021;700;null;null;null;null
11/08/2021;800;null;null;null;null
11/08/2021;900;null;null;null;null
11/08/2021;1000;null;null;null;null
11/08/2021;1100;null;null;null;null
11/08/2021;1200;null;null;null;null
11/08/2021;1300;null;null;null;null
11/08/2021;1400;null;null;null;null
11/08/2021;1500;null;null;null;null
11/08/2021;1600;null;null;null;null
11/08/2021;1700;null;null;null;null
11/08/2021;1800;null;null;null;null
11/08/2021;1900;null;null;null;null
11/08/2021;2000;null;null;null;null
11/08/2021;2100;null;null;null;null
11/08/2021;2200;null;null;null;null
11/08/2021;2300;null;null;null;null
12/08/2021;0;null;null;null;null
12/08/2021;100;null;null;null;null
12/08/2021;200;null;null;null;null
12/08/2021;300;null;null;null;null
12/08/2021;400;null;null;null;null
12/08/2021;500;null;null;null;null
12/08/2021;600;null;null;null;null
12/08/2021;700;null;null;null;null
12/08/2021;800;null;null;null;null
12/08/2021;900;null;null;null;null
12/08/2021;1000;null;null;null;null
12/08/2021;1100;null;null;null;null
12/08/2021;1200;null;null;null;null
12/08/2021;1300;null;null;null;null
12/08/2021;1400;null;null;null;null
12/08/2021;1500;null;null;null;null
12/08/2021;1600;null;null;null;null
12/08/2021;1700;null;null;null;null
12/08/2021;1800;null;null;null;null
12/08/2021;1900;null;null;null;null
12/08/2021;2000;null;null;null;null
12/08/2021;2100;null;null;null;null
12/08/2021;2200;null;null;null;null
12/08/2021;2300;null;null;null;null
13/08/2021;0;null;null;null;null
13/08/2021;100;null;null;null;null
13/08/2021;200;null;null;null;null
13/08/2021;300;null;null;null;null
13/08/2021;400;null;null;null;null
13/08/2021;500;null;null;null;null
13/08/2021;600;null;null;null;null
13/08/2021;700;null;null;null;null
13/08/2021;800;null;null;null;null
13/08/2021;900;null;null;null;null
13/08/2021;1000;null;null;null;null
13/08/2021;1100;null;null;null;null
13/08/2021;1200;null;null;null;null
13/08/2021;1300;null;null;null;null
13/08/2021;1400;null;null;null;null
13/08/2021;1500;null;null;null;null
13/08/2021;1600;null;null;null;null
13/08/2021;1700;null;null;null;null
13/08/2021;1800;null;null;null;null
13/08/2021;1900;null;null;null;null
13/08/2021;2000;null;null;null;null
13/08/2021;2100;null;null;null;null
13/08/2021;2200;null;null;null;null
13/08/2021;2300;null;null;null;null
14/08/2021;0;null;null;null;null
14/08/2021;100;null;null;null;null
14/08/2021;200;null;null;null;null
14/08/2021;300;null;null;null;null
14/08/2021;400;null;null;null;null
14/08/2021;500;null;null;null;null
14/08/2021;600;null;null;null;null
14/08/2021;700;null;null;null;null
14/08/2021;800;null;null;null;null
14/08/2021;900;null;null;null;null
14/08/2021;1000;null;null;null;null
14/08/2021;1100;null;null;null;null
14/08/2021;1200;null;null;null;null
14/08/2021;1300;null;null;null;null
14/08/2021;1400;null;null;null;null
14/08/2021;1500;null;null;null;null
14/08/2021;1600;null;null;null;null
14/08/2021;1700;null;null;null;null
14/08/2021;1800;null;null;null;null
14/08/2021;1900;null;null;null;null
14/08/2021;2000;null;null;null;null
14/08/2021;2100;null;null;null;null
14/08/2021;2200;null;null;null;null
14/08/2021;2300;null;null;null;null
15/08/2021;0;null;null;null;null
15/08/2021;100;null;null;null;null
15/08/2021;200;null;null;null;null
15/08/2021;300;null;null;null;null
15/08/2021;400;null;null;null;null
15/08/2021;500;null;null;null;null
15/08/2021;600;null;null;null;null
15/08/2021;700;null;null;null;null
15/08/2021;800;null;null;null;null
15/08/2021;900;null;null;null;null
15/08/2021;1000;null;null;null;null
15/08/2021;1100;null;null;null;null
15/08/2021;1200;null;null;null;null
15/08/2021;1300;null;null;null;null
15/08/2021;1400;null;null;null;null
15/08/2021;1500;null;null;null;null
15/08/2021;1600;null;null;null;null
15/08/2021;1700;null;null;null;null
15/08/2021;1800;null;null;null;null
15/08/2021;1900;null;null;null;null
15/08/2021;2000;null;null;null;null
15/08/2021;2100;null;null;null;null
15/08/2021;2200;null;null;null;null
15/08/2021;2300;null;null;null;null
16/08/2021;0;null;null;null;null
16/08/2021;100;null;null;null;null
16/08/2021;200;null;null;null;null
16/08/2021;300;null;null;null;null
16/08/2021;400;null;null;null;null
16/08/2021;500;null;null;null;null
16/08/2021;600;null;null;null;null
16/08/2021;700;null;null;null;null
16/08/2021;800;null;null;null;null
16/08/2021;900;null;null;null;null
16/08/2021;1000;null;null;null;null
16/08/2021;1100;null;null;null;null
16/08/2021;1200;null;null;null;null
16/08/2021;1300;null;null;null;null
16/08/2021;1400;null;null;null;null
16/08/2021;1500;null;null;null;null
16/08/2021;1600;null;null;null;null
16/08/2021;1700;null;null;null;null
16/08/2021;1800;null;null;null;null
16/08/2021;1900;null;null;null;null
16/08/2021;2000;null;null;null;null
16/08/2021;2100;null;null;null;null
16/08/2021;2200;null;null;null;null
16/08/2021;2300;null;null;null;null
17/08/2021;0;null;null;null;null
17/08/2021;100;null;null;null;null
17/08/2021;200;null;null;null;null
17/08/2021;300;null;null;null;null
17/08/2021;400;null;null;null;null
17/08/2021;500;null;null;null;null
17/08/2021;600;null;null;null;null
17/08/2021;700;null;null;null;null
17/08/2021;800;null;null;null;null
17/08/2021;900;null;null;null;null
17/08/2021;1000;null;null;null;null
17/08/2021;1100;null;null;null;null
17/08/2021;1200;null;null;null;null
17/08/2021;1300;null;null;null;null
17/08/2021;1400;null;null;null;null
17/08/2021;1500;null;null;null;null
17/08/2021;1600;null;null;null;null
17/08/2021;1700;null;null;null;null
17/08/2021;1800;null;null;null;null
17/08/2021;1900;null;null;null;null
17/08/2021;2000;null;null;null;null
17/08/2021;2100;null;null;null;null
17/08/2021;2200;null;null;null;null
17/08/2021;2300;null;null;null;null
18/08/2021;0;null;null;null;null
18/08/2021;100;null;null;null;null
18/08/2021;200;null;null;null;null
18/08/2021;300;null;null;null;null
18/08/2021;400;null;null;null;null
18/08/2021;500;null;null;null;null
18/08/2021;600;null;null;null;null
18/08/2021;700;null;null;null;null
18/08/2021;800;null;null;null;null
18/08/2021;900;null;null;null;null
18/08/2021;1000;null;null;null;null
18/08/2021;1100;null;null;null;null
18/08/2021;1200;null;null;null;null
18/08/2021;1300;null;null;null;null
18/08/2021;1400;null;null;null;null
18/08/2021;1500;null;null;null;null
18/08/2021;1600;null;null;null;null
18/08/2021;1700;null;null;null;null
18/08/2021;1800;null;null;null;null
18/08/2021;1900;null;null;null;null
18/08/2021;2000;null;null;null;null
18/08/2021;2100;null;null;null;null
18/08/2021;2200;null;null;null;null
18/08/2021;2300;null;null;null;null
19/08/2021;0;null;null;null;null
19/08/2021;100;null;null;null;null
19/08/2021;200;null;null;null;null
19/08/2021;300;null;null;null;null
19/08/2021;400;null;null;null;null
19/08/2021;500;null;null;null;null
19/08/2021;600;null;null;null;null
19/08/2021;700;null;null;null;null
19/08/2021;800;null;null;null;null
19/08/2021;900;null;null;null;null
19/08/2021;1000;null;null;null;null
19/08/2021;1100;null;null;null;null
19/08/2021;1200;null;null;null;null
19/08/2021;1300;null;null;null;null
19/08/2021;1400;null;null;null;null
19/08/2021;1500;null;null;null;null
19/08/2021;1600;null;null;null;null
19/08/2021;1700;null;null;null;null
19/08/2021;1800;null;null;null;null
19/08/2021;1900;null;null;null;null
19/08/2021;2000;null;null;null;null
19/08/2021;2100;null;null;null;null
19/08/2021;2200;null;null;null;null
19/08/2021;2300;null;null;null;null
20/08/2021;0;null;null;null;null
20/08/2021;100;null;null;null;null
20/08/2021;200;null;null;null;null
20/08/2021;300;null;null;null;null
20/08/2021;400;null;null;null;null
20/08/2021;500;null;null;null;null
20/08/2021;600;null;null;null;null
20/08/2021;700;null;null;null;null
20/08/2021;800;null;null;null;null
20/08/2021;900;null;null;null;null
20/08/2021;1000;null;null;null;null
20/08/2021;1100;null;null;null;null
20/08/2021;1200;null;null;null;null
20/08/2021;1300;null;null;null;null
20/08/2021;1400;null;null;null;null
20/08/2021;1500;null;null;null;null
20/08/2021;1600;null;null;null;null
20/08/2021;1700;null;null;null;null
20/08/2021;1800;null;null;null;null
20/08/2021;1900;null;null;null;null
20/08/2021;2000;null;null;null;null
20/08/2021;2100;null;null;null;null
20/08/2021;2200;null;null;null;null
20/08/2021;2300;null;null;null;null
21/08/2021;0;null;null;null;null
21/08/2021;100;null;null;null;null
21/08/2021;200;null;null;null;null
21/08/2021;300;null;null;null;null
21/08/2021;400;null;null;null;null
21/08/2021;500;null;null;null;null
21/08/2021;600;null;null;null;null
21/08/2021;700;null;null;null;null
21/08/2021;800;null;null;null;null
21/08/2021;900;null;null;null;null
21/08/2021;1000;null;null;null;null
21/08/2021;1100;null;null;null;null
21/08/2021;1200;null;null;null;null
21/08/2021;1300;null;null;null;null
21/08/2021;1400;null;null;null;null
21/08/2021;1500;null;null;null;null
21/08/2021;1600;null;null;null;null
21/08/2021;1700;null;null;null;null
21/08/2021;1800;null;null;null;null
21/08/2021;1900;null;null;null;null
21/08/2021;2000;null;null;null;null
21/08/2021;2100;null;null;null;null
21/08/2021;2200;null;null;null;null
21/08/2021;2300;null;null;null;null
22/08/2021;0;null;null;null;null
22/08/2021;100;null;null;null;null
22/08/2021;200;null;null;null;null
22/08/2021;300;null;null;null;null
22/08/2021;400;null;null;null;null
22/08/2021;500;null;null;null;null
22/08/2021;600;null;null;null;null
22/08/2021;700;null;null;null;null
22/08/2021;800;null;null;null;null
22/08/2021;900;null;null;null;null
22/08/2021;1000;null;null;null;null
22/08/2021;1100;null;null;null;null
22/08/2021;1200;null;null;null;null
22/08/2021;1300;null;null;null;null
22/08/2021;1400;null;null;null;null
22/08/2021;1500;null;null;null;null
22/08/2021;1600;null;null;null;null
22/08/2021;1700;null;null;null;null
22/08/2021;1800;null;null;null;null
22/08/2021;1900;null;null;null;null
22/08/2021;2000;null;null;null;null
22/08/2021;2100;null;null;null;null
22/08/2021;2200;null;null;null;null
22/08/2021;2300;null;null;null;null
23/08/2021;0;null;null;null;null
23/08/2021;100;null;null;null;null
23/08/2021;200;null;null;null;null
23/08/2021;300;null;null;null;null
23/08/2021;400;null;null;null;null
23/08/2021;500;null;null;null;null
23/08/2021;600;null;null;null;null
23/08/2021;700;null;null;null;null
23/08/2021;800;null;null;null;null
23/08/2021;900;null;null;null;null
23/08/2021;1000;null;null;null;null
23/08/2021;1100;null;null;null;null
23/08/2021;1200;null;null;null;null
23/08/2021;1300;null;null;null;null
23/08/2021;1400;null;null;null;null
23/08/2021;1500;null;null;null;null
23/08/2021;1600;null;null;null;null
23/08/2021;1700;null;null;null;null
23/08/2021;1800;null;null;null;null
23/08/2021;1900;null;null;null;null
23/08/2021;2000;null;null;null;null
23/08/2021;2100;null;null;null;null
23/08/2021;2200;null;null;null;null
23/08/2021;2300;null;null;null;null
24/08/2021;0;null;null;null;null
24/08/2021;100;null;null;null;null
24/08/2021;200;null;null;null;null
24/08/2021;300;null;null;null;null
24/08/2021;400;null;null;null;null
24/08/2021;500;null;null;null;null
24/08/2021;600;null;null;null;null
24/08/2021;700;null;null;null;null
24/08/2021;800;null;null;null;null
24/08/2021;900;null;null;null;null
24/08/2021;1000;null;null;null;null
24/08/2021;1100;null;null;null;null
24/08/2021;1200;null;null;null;null
24/08/2021;1300;null;null;null;null
24/08/2021;1400;null;null;null;null
24/08/2021;1500;null;null;null;null
24/08/2021;1600;null;null;null;null
24/08/2021;1700;null;null;null;null
24/08/2021;1800;null;null;null;null
24/08/2021;1900;null;null;null;null
24/08/2021;2000;null;null;null;null
24/08/2021;2100;null;null;null;null
24/08/2021;2200;null;null;null;null
24/08/2021;2300;null;null;null;null
25/08/2021;0;null;null;null;null
25/08/2021;100;null;null;null;null
25/08/2021;200;null;null;null;null
25/08/2021;300;null;null;null;null
25/08/2021;400;null;null;null;null
25/08/2021;500;null;null;null;null
25/08/2021;600;null;null;null;null
25/08/2021;700;null;null;null;null
25/08/2021;800;null;null;null;null
25/08/2021;900;null;null;null;null
25/08/2021;1000;null;null;null;null
25/08/2021;1100;null;null;null;null
25/08/2021;1200;null;null;null;null
25/08/2021;1300;null;null;null;null
25/08/2021;1400;null;null;null;null
25/08/2021;1500;null;null;null;null
25/08/2021;1600;null;null;null;null
25/08/2021;1700;null;null;null;null
25/08/2021;1800;null;null;null;null
25/08/2021;1900;null;null;null;null
25/08/2021;2000;null;null;null;null
25/08/2021;2100;null;null;null;null
25/08/2021;2200;null;null;null;null
25/08/2021;2300;null;null;null;null
26/08/2021;0;null;null;null;null
26/08/2021;100;null;null;null;null
26/08/2021;200;null;null;null;null
26/08/2021;300;null;null;null;null
26/08/2021;400;null;null;null;null
26/08/2021;500;null;null;null;null
26/08/2021;600;null;null;null;null
26/08/2021;700;null;null;null;null
26/08/2021;800;null;null;null;null
26/08/2021;900;null;null;null;null
26/08/2021;1000;null;null;null;null
26/08/2021;1100;null;null;null;null
26/08/2021;1200;null;null;null;null
26/08/2021;1300;null;null;null;null
26/08/2021;1400;null;null;null;null
26/08/2021;1500;null;null;null;null
26/08/2021;1600;null;null;null;null
26/08/2021;1700;null;null;null;null
26/08/2021;1800;null;null;null;null
26/08/2021;1900;null;null;null;null
26/08/2021;2000;null;null;null;null
26/08/2021;2100;null;null;null;null
26/08/2021;2200;null;null;null;null
26/08/2021;2300;null;null;null;null
27/08/2021;0;null;null;null;null
27/08/2021;100;null;null;null;null
27/08/2021;200;null;null;null;null
27/08/2021;300;null;null;null;null
27/08/2021;400;null;null;null;null
27/08/2021;500;null;null;null;null
27/08/2021;600;null;null;null;null
27/08/2021;700;null;null;null;null
27/08/2021;800;null;null;null;null
27/08/2021;900;null;null;null;null
27/08/2021;1000;null;null;null;null
27/08/2021;1100;null;null;null;null
27/08/2021;1200;null;null;null;null
27/08/2021;1300;null;null;null;null
27/08/2021;1400;null;null;null;null
27/08/2021;1500;null;null;null;null
27/08/2021;1600;null;null;null;null
27/08/2021;1700;null;null;null;null
27/08/2021;1800;null;null;null;null
27/08/2021;1900;null;null;null;null
27/08/2021;2000;null;null;null;null
27/08/2021;2100;null;null;null;null
27/08/2021;2200;null;null;null;null
27/08/2021;2300;null;null;null;null
28/08/2021;0;null;null;null;null
28/08/2021;100;null;null;null;null
28/08/2021;200;null;null;null;null
28/08/2021;300;null;null;null;null
28/08/2021;400;null;null;null;null
28/08/2021;500;null;null;null;null
28/08/2021;600;null;null;null;null
28/08/2021;700;null;null;null;null
28/08/2021;800;null;null;null;null
28/08/2021;900;null;null;null;null
28/08/2021;1000;null;null;null;null
28/08/2021;1100;null;null;null;null
28/08/2021;1200;null;null;null;null
28/08/2021;1300;null;null;null;null
28/08/2021;1400;null;null;null;null
28/08/2021;1500;null;null;null;null
28/08/2021;1600;null;null;null;null
28/08/2021;1700;null;null;null;null
28/08/2021;1800;null;null;null;null
28/08/2021;1900;null;null;null;null
28/08/2021;2000;null;null;null;null
28/08/2021;2100;null;null;null;null
28/08/2021;2200;null;null;null;null
28/08/2021;2300;null;null;null;null
29/08/2021;0;null;null;null;null
29/08/2021;100;null;null;null;null
29/08/2021;200;null;null;null;null
29/08/2021;300;null;null;null;null
29/08/2021;400;null;null;null;null
29/08/2021;500;null;null;null;null
29/08/2021;600;null;null;null;null
29/08/2021;700;null;null;null;null
29/08/2021;800;null;null;null;null
29/08/2021;900;null;null;null;null
29/08/2021;1000;null;null;null;null
29/08/2021;1100;null;null;null;null
29/08/2021;1200;null;null;null;null
29/08/2021;1300;null;null;null;null
29/08/2021;1400;null;null;null;null
29/08/2021;1500;null;null;null;null
29/08/2021;1600;null;null;null;null
29/08/2021;1700;null;null;null;null
29/08/2021;1800;null;null;null;null
29/08/2021;1900;null;null;null;null
29/08/2021;2000;null;null;null;null
29/08/2021;2100;null;null;null;null
29/08/2021;2200;null;null;null;null
29/08/2021;2300;null;null;null;null
30/08/2021;0;null;null;null;null
30/08/2021;100;null;null;null;null
30/08/2021;200;null;null;null;null
30/08/2021;300;null;null;null;null
30/08/2021;400;null;null;null;null
30/08/2021;500;null;null;null;null
30/08/2021;600;null;null;null;null
30/08/2021;700;null;null;null;null
30/08/2021;800;null;null;null;null
30/08/2021;900;null;null;null;null
30/08/2021;1000;null;null;null;null
30/08/2021;1100;null;null;null;null
30/08/2021;1200;null;null;null;null
30/08/2021;1300;null;null;null;null
30/08/2021;1400;null;null;null;null
30/08/2021;1500;null;null;null;null
30/08/2021;1600;null;null;null;null
30/08/2021;1700;null;null;null;null
30/08/2021;1800;null;null;null;null
30/08/2021;1900;null;null;null;null
30/08/2021;2000;null;null;null;null
30/08/2021;2100;null;null;null;null
30/08/2021;2200;null;null;null;null
30/08/2021;2300;null;null;null;null
31/08/2021;0;null;null;null;null
31/08/2021;100;null;null;null;null
31/08/2021;200;null;null;null;null
31/08/2021;300;null;null;null;null
31/08/2021;400;null;null;null;null
31/08/2021;500;null;null;null;null
31/08/2021;600;null;null;null;null
31/08/2021;700;null;null;null;null
31/08/2021;800;null;null;null;null
31/08/2021;900;null;null;null;null
31/08/2021;1000;null;null;null;null
31/08/2021;1100;null;null;null;null
31/08/2021;1200;null;null;null;null
31/08/2021;1300;null;null;null;null
31/08/2021;1400;null;null;null;null
31/08/2021;1500;null;null;null;null
31/08/2021;1600;null;null;null;null
31/08/2021;1700;null;null;null;null
31/08/2021;1800;null;null;null;null
31/08/2021;1900;null;null;null;null
31/08/2021;2000;null;null;null;null
31/08/2021;2100;null;null;null;null
31/08/2021;2200;null;null;null;null
31/08/2021;2300;null;null;null;null
01/09/2021;0;null;null;null;null
01/09/2021;100;null;null;null;null
01/09/2021;200;null;null;null;null
01/09/2021;300;null;null;null;null
01/09/2021;400;null;null;null;null
01/09/2021;500;null;null;null;null
01/09/2021;600;null;null;null;null
01/09/2021;700;null;null;null;null
01/09/2021;800;null;null;null;null
01/09/2021;900;null;null;null;null
01/09/2021;1000;null;null;null;null
01/09/2021;1100;null;null;null;null
01/09/2021;1200;null;null;null;null
01/09/2021;1300;null;null;null;null
01/09/2021;1400;null;null;null;null
01/09/2021;1500;null;null;null;null
01/09/2021;1600;null;null;null;null
01/09/2021;1700;null;null;null;null
01/09/2021;1800;null;null;null;null
01/09/2021;1900;null;null;null;null
